,Content,Category
165,",Apke VF no 9646345471 ki outgoing service 27-Sep ko samapt ho jaegi. Seva jaari rakhne ke liye aj hi kisi bhi Unlimited ya All-rounder pack se recharge karen.",Update
166,",""Alert!Outgoing validity for 9646345471 will STOP 19 If not recharged, Rs24 will be adjusted to extend validity by 28days.To stop debit, Dial*444*24*0#",Update
167,",Apke VF no 9646345471 ki outgoing service 27-Sep ko samapt ho jaegi. Seva jaari rakhne ke liye aj hi kisi bhi Unlimited ya All-rounder pack se recharge karen.",Update
168,",""Alert!Outgoing validity for 9646345471 will STOP 19 If not recharged, Rs24 will be adjusted to extend validity by 28days.To stop debit, Dial*444*24*0#",Update
169,",Apke VF no 9646345471 ki outgoing service 27-Sep ko samapt ho jaegi. Seva jaari rakhne ke liye aj hi kisi bhi Unlimited ya All-rounder pack se recharge karen.",Update
170,",Hi.Your account has been adjusted by Rs24 to extend OG validity by 28 days.Recharge with Rs199 to get Unlimited Calls+1.5GB/Day for 28 days.Best offers on *121#",Update
171,",""Recharge done;MRP: Rs., Talktime: Rs.0.00, Access Fee:  Rs ,GST 18%. Har recharge pe inaam! Dial *999# or click bit.ly/VF_ERW in 72 hours to avail reward.",Update
172,",""#Alert! Outgoing Calls, SMS & Data services for 9646345471 have STOPPED. To restart your services dial *121# & recharge with any Unlimited or All Rounder Pack.",Update
173,",""Congratulations!! Daily 1GB data Pack is active on your Vodafone number till 03-Oct. Click https://bit.ly/2kHVKK1to experience now.Recharge RS 45=Rs 45 FTT+1p/sec,28 Days",Update
174,",""Dear customer, While receiving International Call, if local or STD or no number displayed on your phone, Pl. inform on Toll Free no. 1800-110-420 or 1963 ",Update
175,",""#Alert! Outgoing Calls & Data services for 9646345471 STOP on 25/10/19. To continue, recharge with any Unlimited or All Rounder Pack. For more dial *121#",Update
176,",""#Alert! Outgoing Calls & Data services for 9646345471 STOP on 25/10/19. To continue, recharge with any Unlimited or All Rounder Pack. For more dial *121#",Update
177,",Apke VF no 9646345471 ki outgoing service 25-Oct ko samapt ho jaegi. Seva jaari rakhne ke liye aj hi kisi bhi Unlimited ya All-rounder pack se recharge karen.",Update
178,",""Alert! Outgoing & Data Service Validity for 9646345471 expires on 25/10/19.To continue,recharge with any Unlimited or All Rounder Pack.Dial *121# for offers",Update
179,",""Alert! Outgoing & Data Service Validity for 9646345471 expires on 25/10/19.To continue,recharge with any Unlimited or All Rounder Pack.Dial *121# for offers",Update
180,",Apke VF no 9646345471 ki outgoing service 25-Oct ko samapt ho jaegi. Seva jaari rakhne ke liye aj hi kisi bhi Unlimited ya All-rounder pack se recharge karen.",Update
181,",""Alert! Outgoing & Data Service Validity for 9646345471 expires TODAY. To continue, recharge with any Unlimited or All Rounder Pack. Dial *121# for offers.",Update
182,",Apke VF no 9646345471 ki outgoing service 25-Oct ko samapt ho jaegi. Seva jaari rakhne ke liye aj hi kisi bhi Unlimited ya All-rounder pack se recharge karen.",Update
183,",""#Alert! Outgoing Calls, SMS & Data services for 9646345471 have STOPPED. To restart your services dial *121# & recharge with any Unlimited or All Rounder Pack.",Update
184,",""#Alert! Outgoing Calls, SMS & Data services for 9646345471 have STOPPED. To restart your services dial *121# & recharge with any Unlimited or All Rounder Pack.",Update
185,",Apke no 9646345471 ki outgoing seva samapt ho chuki hai. Incoming seva jari rakhne k liye 01-Nov se pehle Unlimited ya all-rounder pack se recharge karen.",Update
186,",Apke no 9646345471 ki outgoing seva samapt ho chuki hai. Incoming seva jari rakhne k liye 01-Nov se pehle Unlimited ya all-rounder pack se recharge karen.",Update
187,",Apke no 9646345471 ki outgoing seva samapt ho chuki hai. Incoming seva jari rakhne k liye 01-Nov se pehle Unlimited ya all-rounder pack se recharge karen.",Update
188,",""Alert! Outgoing & Data Service Validity for $$msisdn$$ has expired. To continue,recharge with any Unlimited or All Rounder Pack.Dial *121#",Update
189,",""Congratulations!! Daily 1GB data Pack is active on your Vodafone number till 31-Oct. Click https://bit.ly/2kHVKK1to experience now.Recharge RS 45=Rs 45 FTT+1p/sec,28 Days",Update
190,",#Alert! Incoming Calls on 9646345471 will STOP on 25/10/19. Recharge with any Unlimited or All Rounder Pack to start using your services.For more dial *121#",Update
191,",Alert! Outgoing & Incoming service for 9646345471 have STOPPED. Recharge with any Unlimited or All Rounder Pack to start using your services.For more dial *121#",Update
192,",Apke no 9646345471 ki outgoing seva samapt ho chuki hai. Incoming seva jari rakhne k liye 01-Nov se pehle Unlimited ya all-rounder pack se recharge karen.",Update
193,",#Attention! Outgoing & Incoming services for 9646345471 have STOPPED. To restart your services dial *121# & recharge with any Unlimited or All Rounder Pack.",Update
194,",Apke no 9646345471 ki outgoing seva samapt ho chuki hai. Incoming seva jari rakhne k liye 01-Nov se pehle Unlimited ya all-rounder pack se recharge karen.",Update
195,",Apke no 9646345471 ki outgoing seva samapt ho chuki hai. Incoming seva jari rakhne k liye 01-Nov se pehle Unlimited ya all-rounder pack se recharge karen.",Update
196,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
197,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
198,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
199,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
200,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
201,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
202,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
203,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
204,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
205,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
206,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
207,",ALERT-50%-: of your daily data limit is used.Watch your favorite movies & shows like Karenjit Kaur for Free on Airtel TV APP #airtelThanks get.airtel.tv/thanks4",Update
208,",ALERT-50%-:You have consumed 50% of your daily data limit. FREE 2GB data instantly on 1st time registration of Airtel app. Download now: airtel.in/5/ddb1",Update
209,",ALERT-50%-:You have consumed 50% of your daily data limit. FREE 2GB data instantly on 1st time registration of Airtel app. Download now: airtel.in/5/ddb1",Update
210,",ALERT-50%-:You have consumed 50% of your daily data limit. FREE 2GB data instantly on 1st time registration of Airtel app. Download now: airtel.in/5/ddb1",Update
211,",ALERT-50%-:You have consumed 50% of your daily data limit. FREE 2GB data instantly on 1st time registration of Airtel app. Download now: airtel.in/5/ddb1",Update
212,",ALERT-50%-:You have consumed 50% of your daily data limit. FREE 2GB data instantly on 1st time registration of Airtel app. Download now: airtel.in/5/ddb1",Update
213,",Hnji putt ki krda hmm neeni kar rha aa hmm",Primary
214,",Apko msg late mil rhe h ky baby hmm ji",Primary
215,",Ki krda putt mera ji hmm ji",Primary
216,",Acha ji@",Primary
217,",Hnji putt ",Primary
218,",call ayi kise di ji hmm",Primary
219,",Hnji",Primary
220,",Ky hua baby  Ky baat huyi ji",Primary
221,",Hnji putt",Primary
222,",Hnji putt ",Primary
223,",Baby neeni kar rha h g",Primary
224,",Ky ok h ji hmm",Primary
225,",Ky hua  baat kro thidi der hmm ji",Primary
226,",Abi neeni nhi ayegi mere ko ji",Primary
227,",Nhi bas baat  krni thi Koi baat nhi ap sun lo song ji koi baat nhi",Primary
228,",apko pata to h g fr baby ky karti ho ji",Primary
229,",Ki hoya putt  ji hmm",Primary
230,",Hnji putt hune aya g ",Primary
231,",Hnji putt hune aya g@",Primary
232,",Baby ky kar rhe h hmm ji",Primary
233,",Hnji putt kida ki krda aa g",Primary
234,",Hnji putt kida ki krda aa g",Primary
235,",So rhe h ap baby hmm",Primary
236,",Hnji ji ki krde aa g",Primary
237,",Ghar walo k sath baithe h ",Primary
238,",Ok ji kr lo ap family se baat ji",Primary
239,",So rhe the ky g hmm",Primary
240,",kam kar rhe h ap to kar lo ji hmm",Primary
241,",Bye ji",Primary
242,",Ok",Primary
243,",ji",Primary
244,",Baby ajj drink kar lo hmm ky khti",Primary
245,",Hnji baby  kar loo mai bhut upset hoo ky khti ho",Primary
246,",Kal mummy church gye the ji ",Primary
247,",Kuch nhi bas ji",Primary
248,",Kal mummy church gye the ji@",Primary
249,",Sab batonga apko nhi bataonga to kis ko bataonga Ap hi to mere dukh sukh k sathi Aur hum safar ho ji",Primary
250,",Mai frnd k pass ja rha hoo duty se ok bad me baat krenge baby",Primary
251,",Ap tension matt baby I love you baby Mummmmmhhhhh Mai ni kabi apka sath chodunga ji jaise halat ho ji",Primary
252,",Meri baat suno mai ghar jao yh rhne doo hmm",Primary
253,",Ap tension matt baby I love you baby Mummmmmhhhhh Mai ni kabi apka sath chodunga ji jaise halat ho ji",Primary
254,",Ap tension matt baby I love you baby Mummmmmhhhhh Mai ni kabi apka sath chodunga ji jaise halat ho ji",Primary
255,",Drink krk kaise jaonga ap hi bolo hmm",Primary
256,",Ok baby  love you baby Mummmmmhhhhh Ap mera sath matt chodana g",Primary
257,",Ok jiDrink kro yh rhne do hmm ky khti ho hmm",Primary
258,",Bugga  do baby ik",Primary
259,",Ky baby rhne doo hmm ji",Primary
260,",Bataonga ji ap khana kha lo baby  fr baat krte h ji",Primary
261,",Jab baat krenge tab bataonga  ji hmm Bas is liye hi upset hoo mai",Primary
262,",Mai frnd k pass ja rha hoo duty se ok bad me baat krenge baby",Primary
263,",Meri baat suno mai ghar jao yh rhne doo hmm",Primary
264,",Ok baby  g",Primary
265,",Tk h kar lo kam baby",Primary
266,",Hnji putt",Primary
267,",Ok ji",Primary
268,",Ok ji so jao",Primary
269,",Ap v so jna",Primary
270,",Gd mrng ji",Primary
271,",Ok mai dekh loonga g",Primary
272,",Send ni ho rha h baby  is liye g",Primary
273,",Hnji baby ji ho geya kam mera ji",Primary
274,",Ap batao baby hmm i love you",Primary
275,",Ghar phuch gye g hmm",Primary
276,",Kuch nhi",Primary
277,",Hnji baby  kt kar rhe",Primary
278,",Hnji putt ky kar rhe h g so gye h ap hmm ji",Primary
279,",Hnji kida putt",Primary
280,",Hnji putt ki karda aa g",Primary
281,",kam se kam phone to uthna chahiye ji",Primary
282,",Hnji kider gye ji",Primary
283,",Tk h ji mera phone engage jar diya ",Primary
284,",Karo ap apna kam ji Baby engage krne ki koi jarurt  nhi thi ji",Primary
285,",Phone ni utha rhe yaar ap kab se kar rha hoo",Primary
286,",Hnji putt chawal kam khao ji",Primary
287,",Ky nhi hmm ",Primary
288,",Yh ky baat huyi movie dekh rhe h to baat ni krogi ji",Primary
289,",Aise thoda na hota h g",Primary
290,",Aur ky karna padega  ji hmm ",Primary
291,",Hnji ji kon c movie dekh rhe h g",Primary
292,",Acha ji kado khatam hogi jab v hogi ji tab v baat krunga fr so jaonga g",Primary
293,",Kam khaogi tab moti kam hogi moti",Primary
294,",Hnji call krna ji jab movie khatam ho jye to",Primary
295,",yh to galat baat h ji",Primary
296,",Yh fr ap ao gye h ji",Primary
297,",Hnji g khatm ho gyi movie ji",Primary
298,",Hnji g khatm ho gyi movie ji",Primary
299,",Ok ji",Primary
300,",Kuj ni putt aunty k ghar chala g",Primary
301,",Masak laga h raat nu putt ini tyari",Primary
302,",Apko bol rha hoo",Primary
303,",Hnji putt",Primary
304,",face dho liya g",Primary
305,",Ok ji call kro ky ji",Primary
306,",Ok ji Aur jb free ho jao to krna ok",Primary
307,",Ok ji aur batao  khna kha liya",Primary
308,",Ky khti ho ji",Primary
309,",Kuch nhi kha baby",Primary
310,",free ho gye ap hmm",Primary
311,",bolo ji hmm fr ab baby hnji ji bolo ji",Primary
312,",Ok khna kha lo baby  ap ji phale hmm",Primary
313,",Baby ap apna kam kar k so jna ok ji",Primary
314,",Baby ap apna kam kar k so jna ok ji",Primary
315,",Baby ap apna kam kar k so jna ok ji",Primary
316,",Hnji putt kida g ",Primary
317,",Romantic kuch dekho ji",Primary
318,",Hmm putt",Primary
319,",Hnji putt kida ji",Primary
320,",Ok ji@",Primary
321,",Ok ji meenakshi k pass ja rhe h g hmm",Primary
322,",Baby ap kis k sath ja rhe h baby hmm",Primary
323,",baby aur kis k sath ja rhe h g",Primary
324,",Hnji putt phuch gye g",Primary
325,",Hnji baby call kro to ji",Primary
326,",Hnji baby Ky kuch pata chala baby ji",Primary
327,",Ab Meenakashi ki ky condition h ap mile us  se baby hmm",Primary
328,",Mrng me ap aoge ghar hmm baby ",Primary
329,",Ok ji Ap ne kuch khaya g Ghar kab aoge ap ji hmm Ky problem ho gyi thi bol rhe the ji ap hmm",Primary
330,",Acha ji baby ",Primary
331,",Baby ne kuch khaya ji ap ne hmm baby",Primary
332,",Ok ji kab takk ghar aa rhe h g",Primary
333,",Baby thoda time par ana baby hmm",Primary
334,",Ok ji lga lo class ji",Primary
335,",Ok ji",Primary
336,",Koi baat nhi ji",Primary
337,",Air batao ky kar rhe h g",Primary
338,",Baby ap na mere apke clg k chowk k pass milna ok baby",Primary
339,",Hnji ghar phuch gye g hmm",Primary
340,",khna  ban geya g hmm",Primary
341,",Hnji putt",Primary
342,",ok ji",Primary
343,",Ok ji kar lo fr krna g",Primary
344,",Hnji putt kida g ki haal aa g",Primary
345,",Ok baby tk h  ky bnaya h baby  ne hmm",Primary
346,",Hnji putt",Primary
347,",So gye ji",Primary
348,",Gd mrng baby uth jao na baby hmm ji",Primary
349,",Ok baby Love you baby",Primary
350,",Ready ho gye ji hmm",Primary
351,",Jao baby ap cgurch g",Primary
352,",Ok putt",Primary
353,",khna kha lo ji ap hmm baby@",Primary
354,",Hnji putt",Primary
355,",kida g",Primary
356,",Ky bnaya baby ne khane me g",Primary
357,", Hor putt",Primary
358,",Hnji so gye g hmm putt",Primary
359,",Hnji g kha liya g Ap v kuch kha lo Ban geya yh bna rhe h ap",Primary
360,",Ok baby",Primary
361,",Love u to",Primary
362,",Hnji",Primary
363,",Aate h g",Primary
364,",Hnji",Primary
365,",Mam aa gye class lga lo fr baat krte h ji",Primary
366,",Hnji phuch geya ji",Primary
367,",sorry msg nhi kar paya ji",Primary
368,",Khna kha liya apne ji hmm ji",Primary
369,",Hnji",Primary
370,",abi ghar phucha ji mai",Primary
371,",Khna kha liya g hm",Primary
